YEAR,GEO,CATEGORY,TRADE,VALUE
2017-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Net trade,21474300.0
2017-01-01,Newfoundland and Labrador,Motor vehicles and parts,Net trade,1211400.0
2017-01-01,Newfoundland and Labrador,Special transactions trade,Net trade,37526900.0
2017-01-01,Northwest Territories,Aircraft and other transportation equipment and parts,Net trade,53300.0
2017-01-01,Northwest Territories,All sections,Net trade,5712900.0
2017-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Net trade,-300.0
2017-01-01,Northwest Territories,Consumer goods,Net trade,114200.0
2017-01-01,Northwest Territories,Electronic and electrical equipment and parts,Net trade,36700.0
2017-01-01,Northwest Territories,Energy products,Net trade,0.0
2017-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Net trade,0.0
2017-01-01,Northwest Territories,Forestry products and building and packaging materials,Net trade,8900.0
2017-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Net trade,30100.0
2017-01-01,Northwest Territories,Metal and non-metallic mineral products,Net trade,180900.0
2017-01-01,Northwest Territories,Metal ores and non-metallic minerals,Net trade,5058100.0
2017-01-01,Northwest Territories,Motor vehicles and parts,Net trade,0.0
2017-01-01,Northwest Territories,Special transactions trade,Net trade,230900.0
2017-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Net trade,-179160300.0
2017-01-01,Nova Scotia,All sections,Net trade,2627479400.0
2017-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Net trade,139305200.0
2017-01-01,Nova Scotia,Consumer goods,Net trade,514647800.0
2017-01-01,Nova Scotia,Electronic and electrical equipment and parts,Net trade,65248500.0
2017-01-01,Nova Scotia,Energy products,Net trade,-412235000.0
2017-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Net trade,774153300.0
2017-01-01,Nova Scotia,Forestry products and building and packaging materials,Net trade,369157100.0
2017-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Net trade,36422000.0
2017-01-01,Nova Scotia,Metal and non-metallic mineral products,Net trade,101718600.0
2017-01-01,Nova Scotia,Metal ores and non-metallic minerals,Net trade,46273000.0
2017-01-01,Nova Scotia,Motor vehicles and parts,Net trade,1135434500.0
2017-01-01,Nova Scotia,Special transactions trade,Net trade,36514800.0
2017-01-01,Nunavut,Aircraft and other transportation equipment and parts,Net trade,-71000.0
2017-01-01,Nunavut,All sections,Net trade,333300.0
2017-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Net trade,0.0
2017-01-01,Nunavut,Consumer goods,Net trade,782100.0
2017-01-01,Nunavut,Electronic and electrical equipment and parts,Net trade,0.0
2017-01-01,Nunavut,Energy products,Net trade,-2900.0
2017-01-01,Nunavut,"Farm, fishing and intermediate food products",Net trade,44000.0
2017-01-01,Nunavut,Forestry products and building and packaging materials,Net trade,0.0
2017-01-01,Nunavut,"Industrial machinery, equipment and parts",Net trade,0.0
2017-01-01,Nunavut,Metal and non-metallic mineral products,Net trade,-649700.0
2017-01-01,Nunavut,Metal ores and non-metallic minerals,Net trade,0.0
2017-01-01,Nunavut,Motor vehicles and parts,Net trade,0.0
2017-01-01,Nunavut,Special transactions trade,Net trade,230700.0
2017-01-01,Ontario,Aircraft and other transportation equipment and parts,Net trade,-2200770400.0
2017-01-01,Ontario,All sections,Net trade,-31857064600.0
2017-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Net trade,-6575936500.0
2017-01-01,Ontario,Consumer goods,Net trade,-10140798700.0
2017-01-01,Ontario,Electronic and electrical equipment and parts,Net trade,-5319858100.0
2017-01-01,Ontario,Energy products,Net trade,-5404461000.0
2017-01-01,Ontario,"Farm, fishing and intermediate food products",Net trade,-2440186200.0
2017-01-01,Ontario,Forestry products and building and packaging materials,Net trade,-2002274900.0
2017-01-01,Ontario,"Industrial machinery, equipment and parts",Net trade,-3728254900.0
2017-01-01,Ontario,Metal and non-metallic mineral products,Net trade,2348304100.000002
2017-01-01,Ontario,Metal ores and non-metallic minerals,Net trade,-1261187400.0
2017-01-01,Ontario,Motor vehicles and parts,Net trade,8892087600.0
2017-01-01,Ontario,Special transactions trade,Net trade,-4023728000.0
2017-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Net trade,216980900.0
2017-01-01,Prince Edward Island,All sections,Net trade,988214300.0
2017-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Net trade,-857500.0
2017-01-01,Prince Edward Island,Consumer goods,Net trade,414595800.0
2017-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Net trade,7165300.0
2017-01-01,Prince Edward Island,Energy products,Net trade,48100.0
2017-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Net trade,232001300.0
2017-01-01,Prince Edward Island,Forestry products and building and packaging materials,Net trade,28057100.0
2017-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Net trade,34110900.0
2017-01-01,Prince Edward Island,Metal and non-metallic mineral products,Net trade,2149700.0
2017-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Net trade,5127500.0
2017-01-01,Prince Edward Island,Motor vehicles and parts,Net trade,9645400.0
2017-01-01,Prince Edward Island,Special transactions trade,Net trade,39189500.0
2017-01-01,Quebec,Aircraft and other transportation equipment and parts,Net trade,3960270400.0
2017-01-01,Quebec,All sections,Net trade,33887394400.0
2017-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Net trade,1520856500.0
2017-01-01,Quebec,Consumer goods,Net trade,7271819100.0
2017-01-01,Quebec,Electronic and electrical equipment and parts,Net trade,368534500.0
2017-01-01,Quebec,Energy products,Net trade,-2810588900.0
2017-01-01,Quebec,"Farm, fishing and intermediate food products",Net trade,1128506200.0
2017-01-01,Quebec,Forestry products and building and packaging materials,Net trade,7752474600.0
2017-01-01,Quebec,"Industrial machinery, equipment and parts",Net trade,1575776000.0
2017-01-01,Quebec,Metal and non-metallic mineral products,Net trade,12125615000.0
2017-01-01,Quebec,Metal ores and non-metallic minerals,Net trade,405616100.0
2017-01-01,Quebec,Motor vehicles and parts,Net trade,644767200.0
2017-01-01,Quebec,Special transactions trade,Net trade,-56252300.0
2017-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Net trade,-140139800.0
2017-01-01,Saskatchewan,All sections,Net trade,6182876800.0
2017-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Net trade,-1271997400.0
2017-01-01,Saskatchewan,Consumer goods,Net trade,-576697000.0
2017-01-01,Saskatchewan,Electronic and electrical equipment and parts,Net trade,-257466900.0
2017-01-01,Saskatchewan,Energy products,Net trade,6507341300.0
2017-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Net trade,3286479900.0
2017-01-01,Saskatchewan,Forestry products and building and packaging materials,Net trade,48234700.0
2017-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Net trade,-2815449800.0
2017-01-01,Saskatchewan,Metal and non-metallic mineral products,Net trade,-160545000.0
2017-01-01,Saskatchewan,Metal ores and non-metallic minerals,Net trade,2763992600.0
2017-01-01,Saskatchewan,Motor vehicles and parts,Net trade,-1252385300.0
2017-01-01,Saskatchewan,Special transactions trade,Net trade,51509600.0
2017-01-01,Yukon,Aircraft and other transportation equipment and parts,Net trade,-2154400.0
2017-01-01,Yukon,All sections,Net trade,28457600.0
2017-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Net trade,-381600.0
2017-01-01,Yukon,Consumer goods,Net trade,-617300.0
2017-01-01,Yukon,Electronic and electrical equipment and parts,Net trade,-1863300.0
2017-01-01,Yukon,Energy products,Net trade,-1892300.0
2017-01-01,Yukon,"Farm, fishing and intermediate food products",Net trade,-44373600.0
2017-01-01,Yukon,Forestry products and building and packaging materials,Net trade,1394000.0
2017-01-01,Yukon,"Industrial machinery, equipment and parts",Net trade,-18621500.0
2017-01-01,Yukon,Metal and non-metallic mineral products,Net trade,424100.0
2017-01-01,Yukon,Metal ores and non-metallic minerals,Net trade,96739400.0
2017-01-01,Yukon,Motor vehicles and parts,Net trade,-357500.0
2017-01-01,Yukon,Special transactions trade,Net trade,161500.0
2018-01-01,Alberta,Aircraft and other transportation equipment and parts,Net trade,-1270245100.0
2018-01-01,Alberta,All sections,Net trade,82894481400.0
2018-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Net trade,-709373700.000001
2018-01-01,Alberta,Consumer goods,Net trade,609187900.0
2018-01-01,Alberta,Electronic and electrical equipment and parts,Net trade,-387007900.0
2018-01-01,Alberta,Energy products,Net trade,81973840100.0
2018-01-01,Alberta,"Farm, fishing and intermediate food products",Net trade,1001291000.0
2018-01-01,Alberta,Forestry products and building and packaging materials,Net trade,2364985900.0
2018-01-01,Alberta,"Industrial machinery, equipment and parts",Net trade,-444579400.00000024
2018-01-01,Alberta,Metal and non-metallic mineral products,Net trade,-7677700.0
2018-01-01,Alberta,Metal ores and non-metallic minerals,Net trade,148245900.0
2018-01-01,Alberta,Motor vehicles and parts,Net trade,-636000399.9999999
2018-01-01,Alberta,Special transactions trade,Net trade,251814700.0
2018-01-01,British Columbia,Aircraft and other transportation equipment and parts,Net trade,-1457277100.0
2018-01-01,British Columbia,All sections,Net trade,-57847300.0
2018-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Net trade,-697108300.0
2018-01-01,British Columbia,Consumer goods,Net trade,-1552621100.0
2018-01-01,British Columbia,Electronic and electrical equipment and parts,Net trade,-203896200.0
2018-01-01,British Columbia,Energy products,Net trade,1576609000.0
2018-01-01,British Columbia,"Farm, fishing and intermediate food products",Net trade,-424201400.0
2018-01-01,British Columbia,Forestry products and building and packaging materials,Net trade,4780567800.0
2018-01-01,British Columbia,"Industrial machinery, equipment and parts",Net trade,-985985600.0
2018-01-01,British Columbia,Metal and non-metallic mineral products,Net trade,1336821500.0
2018-01-01,British Columbia,Metal ores and non-metallic minerals,Net trade,-653883900.0
2018-01-01,British Columbia,Motor vehicles and parts,Net trade,-1762055100.0
2018-01-01,British Columbia,Special transactions trade,Net trade,-14816800.0
2018-01-01,Canada,Aircraft and other transportation equipment and parts,Net trade,-1136833400.0
2018-01-01,Canada,All sections,Net trade,94678673400.0
2018-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Net trade,-6045709700.000004
2018-01-01,Canada,Consumer goods,Net trade,-797341700.0
2018-01-01,Canada,Electronic and electrical equipment and parts,Net trade,-6878848500.0
2018-01-01,Canada,Energy products,Net trade,84492468500.0
2018-01-01,Canada,"Farm, fishing and intermediate food products",Net trade,5446086300.0
2018-01-01,Canada,Forestry products and building and packaging materials,Net trade,14463051700.0
2018-01-01,Canada,"Industrial machinery, equipment and parts",Net trade,-10670636600.000004
2018-01-01,Canada,Metal and non-metallic mineral products,Net trade,15471561800.0
2018-01-01,Canada,Metal ores and non-metallic minerals,Net trade,718537800.0
2018-01-01,Canada,Motor vehicles and parts,Net trade,3298161600.0
2018-01-01,Canada,Special transactions trade,Net trade,-3681824500.0
2018-01-01,Manitoba,Aircraft and other transportation equipment and parts,Net trade,-774485400.0
2018-01-01,Manitoba,All sections,Net trade,-6641949500.0
2018-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Net trade,-1954048000.0
2018-01-01,Manitoba,Consumer goods,Net trade,510823800.0
2018-01-01,Manitoba,Electronic and electrical equipment and parts,Net trade,-915245700.0
2018-01-01,Manitoba,Energy products,Net trade,360040900.0
2018-01-01,Manitoba,"Farm, fishing and intermediate food products",Net trade,1220810100.0
2018-01-01,Manitoba,Forestry products and building and packaging materials,Net trade,-560290600.0
2018-01-01,Manitoba,"Industrial machinery, equipment and parts",Net trade,-3344890100.0
2018-01-01,Manitoba,Metal and non-metallic mineral products,Net trade,-532475700.0
2018-01-01,Manitoba,Metal ores and non-metallic minerals,Net trade,-168608900.0
2018-01-01,Manitoba,Motor vehicles and parts,Net trade,-945702400.0
2018-01-01,Manitoba,Special transactions trade,Net trade,462122500.0
2018-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Net trade,-42728700.0
2018-01-01,New Brunswick,All sections,Net trade,6567941000.0
2018-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Net trade,3167262900.0
2018-01-01,New Brunswick,Consumer goods,Net trade,382053200.0
2018-01-01,New Brunswick,Electronic and electrical equipment and parts,Net trade,-76737000.0
2018-01-01,New Brunswick,Energy products,Net trade,1761525100.0
2018-01-01,New Brunswick,"Farm, fishing and intermediate food products",Net trade,589021300.0
2018-01-01,New Brunswick,Forestry products and building and packaging materials,Net trade,1245827700.0
2018-01-01,New Brunswick,"Industrial machinery, equipment and parts",Net trade,-265895000.0
2018-01-01,New Brunswick,Metal and non-metallic mineral products,Net trade,21937000.0
2018-01-01,New Brunswick,Metal ores and non-metallic minerals,Net trade,10142500.0
2018-01-01,New Brunswick,Motor vehicles and parts,Net trade,-260100800.0
2018-01-01,New Brunswick,Special transactions trade,Net trade,35633000.0
2018-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Net trade,-16002500.0
2018-01-01,Newfoundland and Labrador,All sections,Net trade,2924710200.0
2018-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Net trade,368411600.0
2018-01-01,Newfoundland and Labrador,Consumer goods,Net trade,88295100.0
2018-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Net trade,85300.0
2018-01-01,Newfoundland and Labrador,Energy products,Net trade,1866425900.0
2018-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Net trade,374787200.0
2018-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Net trade,88243600.0
2018-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Net trade,-7951500.0
2018-01-01,Newfoundland and Labrador,Metal and non-metallic mineral products,Net trade,116300200.0
2018-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Net trade,1984700.0
2018-01-01,Newfoundland and Labrador,Motor vehicles and parts,Net trade,1622200.0
2018-01-01,Newfoundland and Labrador,Special transactions trade,Net trade,42508200.0
2018-01-01,Northwest Territories,Aircraft and other transportation equipment and parts,Net trade,-342400.0
2018-01-01,Northwest Territories,All sections,Net trade,528000.0
2018-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Net trade,500.0
2018-01-01,Northwest Territories,Consumer goods,Net trade,211800.0
2018-01-01,Northwest Territories,Electronic and electrical equipment and parts,Net trade,62800.0
2018-01-01,Northwest Territories,Energy products,Net trade,-3800.0
2018-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Net trade,0.0
2018-01-01,Northwest Territories,Forestry products and building and packaging materials,Net trade,20600.0
2018-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Net trade,72500.0
2018-01-01,Northwest Territories,Metal and non-metallic mineral products,Net trade,270000.0
2018-01-01,Northwest Territories,Metal ores and non-metallic minerals,Net trade,0.0
2018-01-01,Northwest Territories,Motor vehicles and parts,Net trade,0.0
2018-01-01,Northwest Territories,Special transactions trade,Net trade,235900.0
2018-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Net trade,-77226700.0
2018-01-01,Nova Scotia,All sections,Net trade,2487014600.0
2018-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Net trade,122145600.0
2018-01-01,Nova Scotia,Consumer goods,Net trade,499556800.0
2018-01-01,Nova Scotia,Electronic and electrical equipment and parts,Net trade,64235700.0
2018-01-01,Nova Scotia,Energy products,Net trade,-495254500.0
2018-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Net trade,744438200.0
2018-01-01,Nova Scotia,Forestry products and building and packaging materials,Net trade,427792300.0
2018-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Net trade,34995400.0
2018-01-01,Nova Scotia,Metal and non-metallic mineral products,Net trade,96745600.0
2018-01-01,Nova Scotia,Metal ores and non-metallic minerals,Net trade,67604200.0
2018-01-01,Nova Scotia,Motor vehicles and parts,Net trade,968359300.0
2018-01-01,Nova Scotia,Special transactions trade,Net trade,33622600.0
2018-01-01,Nunavut,Aircraft and other transportation equipment and parts,Net trade,-8000.0
2018-01-01,Nunavut,All sections,Net trade,756400.0
2018-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Net trade,0.0
2018-01-01,Nunavut,Consumer goods,Net trade,401200.0
2018-01-01,Nunavut,Electronic and electrical equipment and parts,Net trade,2500.0
2018-01-01,Nunavut,Energy products,Net trade,0.0
2018-01-01,Nunavut,"Farm, fishing and intermediate food products",Net trade,125100.0
2018-01-01,Nunavut,Forestry products and building and packaging materials,Net trade,0.0
2018-01-01,Nunavut,"Industrial machinery, equipment and parts",Net trade,0.0
2018-01-01,Nunavut,Metal and non-metallic mineral products,Net trade,0.0
2018-01-01,Nunavut,Metal ores and non-metallic minerals,Net trade,0.0
2018-01-01,Nunavut,Motor vehicles and parts,Net trade,0.0
2018-01-01,Nunavut,Special transactions trade,Net trade,235700.0
2018-01-01,Ontario,Aircraft and other transportation equipment and parts,Net trade,-1568134200.0
2018-01-01,Ontario,All sections,Net trade,-34565135100.0
2018-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Net trade,-6389410500.0
2018-01-01,Ontario,Consumer goods,Net trade,-8933112900.0
2018-01-01,Ontario,Electronic and electrical equipment and parts,Net trade,-5346829800.0
2018-01-01,Ontario,Energy products,Net trade,-4800007300.0
2018-01-01,Ontario,"Farm, fishing and intermediate food products",Net trade,-2631638600.0
2018-01-01,Ontario,Forestry products and building and packaging materials,Net trade,-2135010800.0
2018-01-01,Ontario,"Industrial machinery, equipment and parts",Net trade,-4332793800.0
2018-01-01,Ontario,Metal and non-metallic mineral products,Net trade,1451160100.0
2018-01-01,Ontario,Metal ores and non-metallic minerals,Net trade,-2125041100.0
2018-01-01,Ontario,Motor vehicles and parts,Net trade,6744530600.0
2018-01-01,Ontario,Special transactions trade,Net trade,-4498847200.0
2018-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Net trade,283751500.0
2018-01-01,Prince Edward Island,All sections,Net trade,1042241500.0
2018-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Net trade,-16595800.0
2018-01-01,Prince Edward Island,Consumer goods,Net trade,416753700.0
2018-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Net trade,6885400.0
2018-01-01,Prince Edward Island,Energy products,Net trade,0.0
2018-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Net trade,249499900.0
2018-01-01,Prince Edward Island,Forestry products and building and packaging materials,Net trade,26170100.0
2018-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Net trade,32158300.0
2018-01-01,Prince Edward Island,Metal and non-metallic mineral products,Net trade,1872400.0
2018-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Net trade,3933000.0
2018-01-01,Prince Edward Island,Motor vehicles and parts,Net trade,8964700.0
2018-01-01,Prince Edward Island,Special transactions trade,Net trade,28848200.0
2018-01-01,Quebec,Aircraft and other transportation equipment and parts,Net trade,3979017600.0
2018-01-01,Quebec,All sections,Net trade,32437433900.0
2018-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Net trade,1421797900.0
2018-01-01,Quebec,Consumer goods,Net trade,7776392400.0
2018-01-01,Quebec,Electronic and electrical equipment and parts,Net trade,313916400.0
2018-01-01,Quebec,Energy products,Net trade,-5602981700.0
2018-01-01,Quebec,"Farm, fishing and intermediate food products",Net trade,1071120600.0
2018-01-01,Quebec,Forestry products and building and packaging materials,Net trade,8151573100.0
2018-01-01,Quebec,"Industrial machinery, equipment and parts",Net trade,1607627500.0
2018-01-01,Quebec,Metal and non-metallic mineral products,Net trade,12858207600.0
2018-01-01,Quebec,Metal ores and non-metallic minerals,Net trade,299721300.0
2018-01-01,Quebec,Motor vehicles and parts,Net trade,632839300.0
2018-01-01,Quebec,Special transactions trade,Net trade,-71798000.0
2018-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Net trade,-187115700.0
2018-01-01,Saskatchewan,All sections,Net trade,7559410300.0
2018-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Net trade,-1358628100.0
2018-01-01,Saskatchewan,Consumer goods,Net trade,-594900500.0
2018-01-01,Saskatchewan,Electronic and electrical equipment and parts,Net trade,-333985300.0
2018-01-01,Saskatchewan,Energy products,Net trade,7854833400.0
2018-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Net trade,3280335300.0
2018-01-01,Saskatchewan,Forestry products and building and packaging materials,Net trade,71490000.0
2018-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Net trade,-2956286500.0
2018-01-01,Saskatchewan,Metal and non-metallic mineral products,Net trade,124747500.0
2018-01-01,Saskatchewan,Metal ores and non-metallic minerals,Net trade,3064463100.0
2018-01-01,Saskatchewan,Motor vehicles and parts,Net trade,-1454018300.0
2018-01-01,Saskatchewan,Special transactions trade,Net trade,48475500.0
2018-01-01,Yukon,Aircraft and other transportation equipment and parts,Net trade,-6036700.0
2018-01-01,Yukon,All sections,Net trade,29088000.0
2018-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Net trade,-163700.0
2018-01-01,Yukon,Consumer goods,Net trade,-383200.0
2018-01-01,Yukon,Electronic and electrical equipment and parts,Net trade,-334700.0
2018-01-01,Yukon,Energy products,Net trade,-2558600.0
2018-01-01,Yukon,"Farm, fishing and intermediate food products",Net trade,-29502500.0
2018-01-01,Yukon,Forestry products and building and packaging materials,Net trade,1681900.0
2018-01-01,Yukon,"Industrial machinery, equipment and parts",Net trade,-7108500.0
2018-01-01,Yukon,Metal and non-metallic mineral products,Net trade,3653300.0
2018-01-01,Yukon,Metal ores and non-metallic minerals,Net trade,69976700.0
2018-01-01,Yukon,Motor vehicles and parts,Net trade,-277300.0
2018-01-01,Yukon,Special transactions trade,Net trade,141100.0
2019-01-01,Alberta,Aircraft and other transportation equipment and parts,Net trade,-868802000.0
2019-01-01,Alberta,All sections,Net trade,85573889300.0
2019-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Net trade,-258369000.0
2019-01-01,Alberta,Consumer goods,Net trade,909987900.0
2019-01-01,Alberta,Electronic and electrical equipment and parts,Net trade,-436234200.0
2019-01-01,Alberta,Energy products,Net trade,83236128200.0
2019-01-01,Alberta,"Farm, fishing and intermediate food products",Net trade,1001343700.0
2019-01-01,Alberta,Forestry products and building and packaging materials,Net trade,2089696600.0
2019-01-01,Alberta,"Industrial machinery, equipment and parts",Net trade,-26283700.0
2019-01-01,Alberta,Metal and non-metallic mineral products,Net trade,32612900.0
2019-01-01,Alberta,Metal ores and non-metallic minerals,Net trade,148595400.0
2019-01-01,Alberta,Motor vehicles and parts,Net trade,-544090600.0
2019-01-01,Alberta,Special transactions trade,Net trade,289304200.0
2019-01-01,British Columbia,Aircraft and other transportation equipment and parts,Net trade,-524621600.0
2019-01-01,British Columbia,All sections,Net trade,595539700.0
2019-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Net trade,-608675100.0
2019-01-01,British Columbia,Consumer goods,Net trade,-1214791700.0
2019-01-01,British Columbia,Electronic and electrical equipment and parts,Net trade,-196398000.0
2019-01-01,British Columbia,Energy products,Net trade,2707061400.0
2019-01-01,British Columbia,"Farm, fishing and intermediate food products",Net trade,-365814900.0
2019-01-01,British Columbia,Forestry products and building and packaging materials,Net trade,3492051000.0
2019-01-01,British Columbia,"Industrial machinery, equipment and parts",Net trade,-1097816800.0
2019-01-01,British Columbia,Metal and non-metallic mineral products,Net trade,1003543900.0
2019-01-01,British Columbia,Metal ores and non-metallic minerals,Net trade,-550541000.0
2019-01-01,British Columbia,Motor vehicles and parts,Net trade,-2021406900.0
2019-01-01,British Columbia,Special transactions trade,Net trade,-27050600.0
2019-01-01,Canada,Aircraft and other transportation equipment and parts,Net trade,-303139900.0
2019-01-01,Canada,All sections,Net trade,100656772900.0
2019-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Net trade,-4094400100.0
2019-01-01,Canada,Consumer goods,Net trade,2179117900.0
2019-01-01,Canada,Electronic and electrical equipment and parts,Net trade,-6954843600.0
2019-01-01,Canada,Energy products,Net trade,86350206700.0
2019-01-01,Canada,"Farm, fishing and intermediate food products",Net trade,5346510000.0
2019-01-01,Canada,Forestry products and building and packaging materials,Net trade,12176855600.0
2019-01-01,Canada,"Industrial machinery, equipment and parts",Net trade,-9481481900.000004
2019-01-01,Canada,Metal and non-metallic mineral products,Net trade,14530070700.0
2019-01-01,Canada,Metal ores and non-metallic minerals,Net trade,1284845600.0
2019-01-01,Canada,Motor vehicles and parts,Net trade,3337266300.0
2019-01-01,Canada,Special transactions trade,Net trade,-3714234700.0
2019-01-01,Manitoba,Aircraft and other transportation equipment and parts,Net trade,-1203569500.0
2019-01-01,Manitoba,All sections,Net trade,-5052164199.999998
2019-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Net trade,-1841229800.0
2019-01-01,Manitoba,Consumer goods,Net trade,1601834300.0
2019-01-01,Manitoba,Electronic and electrical equipment and parts,Net trade,-940731700.0
2019-01-01,Manitoba,Energy products,Net trade,529821300.0
2019-01-01,Manitoba,"Farm, fishing and intermediate food products",Net trade,1186195700.0
2019-01-01,Manitoba,Forestry products and building and packaging materials,Net trade,-514236600.0
2019-01-01,Manitoba,"Industrial machinery, equipment and parts",Net trade,-3255212000.0
2019-01-01,Manitoba,Metal and non-metallic mineral products,Net trade,-441830500.0
2019-01-01,Manitoba,Metal ores and non-metallic minerals,Net trade,-125730100.0
2019-01-01,Manitoba,Motor vehicles and parts,Net trade,-656507700.0
2019-01-01,Manitoba,Special transactions trade,Net trade,609032500.0
2019-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Net trade,-36294500.0
2019-01-01,New Brunswick,All sections,Net trade,5385491000.0
2019-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Net trade,3686444900.0
2019-01-01,New Brunswick,Consumer goods,Net trade,533080500.0
2019-01-01,New Brunswick,Electronic and electrical equipment and parts,Net trade,-91249800.0
2019-01-01,New Brunswick,Energy products,Net trade,-243222100.0
2019-01-01,New Brunswick,"Farm, fishing and intermediate food products",Net trade,685898900.0
2019-01-01,New Brunswick,Forestry products and building and packaging materials,Net trade,1175694200.0
2019-01-01,New Brunswick,"Industrial machinery, equipment and parts",Net trade,-191872800.0
2019-01-01,New Brunswick,Metal and non-metallic mineral products,Net trade,32116600.0
2019-01-01,New Brunswick,Metal ores and non-metallic minerals,Net trade,34867000.0
2019-01-01,New Brunswick,Motor vehicles and parts,Net trade,-240718600.0
2019-01-01,New Brunswick,Special transactions trade,Net trade,40746600.0
2019-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Net trade,-27993400.0
2019-01-01,Newfoundland and Labrador,All sections,Net trade,5534381400.0
2019-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Net trade,567606100.0
2019-01-01,Newfoundland and Labrador,Consumer goods,Net trade,97620100.0
2019-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Net trade,5575100.0
2019-01-01,Newfoundland and Labrador,Energy products,Net trade,4208933100.0
2019-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Net trade,408202400.0
2019-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Net trade,75490600.0
2019-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Net trade,-15576200.0
2019-01-01,Newfoundland and Labrador,Metal and non-metallic mineral products,Net trade,162930100.0
2019-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Net trade,7970200.0
2019-01-01,Newfoundland and Labrador,Motor vehicles and parts,Net trade,2322400.0
2019-01-01,Newfoundland and Labrador,Special transactions trade,Net trade,41300900.0
2019-01-01,Northwest Territories,Aircraft and other transportation equipment and parts,Net trade,-57200.0
2019-01-01,Northwest Territories,All sections,Net trade,1689500.0
